Datetime,Username,Tranlsated_Tweets,Location,Cleaned_Tweets
2022-06-22 00:26:52+00:00,miss_fsr,"While in Malaysia most subsidies are drawn, prices of goods rise, the government is very concerned but in fact everyone is busy trying to get the power. 🤷‍♀️","Kelang, Selangor",malaysia subsidy drawn price good rise government concerned fact everyone busy trying get power
2022-06-22 00:15:11+00:00,amirlala_,"""Don't let the DAP rule Islam will be threatened, the King's institution is eradicated!""

BN BN's sentiment is playing sentiment. Now feel like the price of goods goes up",,dont let dap rule islam threatened king institution eradicated bn bns sentiment playing sentiment feel like price good go
2022-06-21 20:50:25+00:00,Fazerabaharudin,The worst of all the prices of goods are going to rise,Kuala Lumpur,worst price good going rise
2022-06-21 18:44:06+00:00,kechekkkkk,"If the price of the goods goes up like this stupid mcam, then I ate the Thai deli every day 🤌🏻 I want to buy kitchen items and think https://t.co/hibbkwy2b0",One Piece,price good go like stupid mcam ate thai deli every day want buy kitchen item think
2022-06-21 18:38:15+00:00,kechekkkkk,This is a foolish price,One Piece,foolish price
2022-06-21 15:58:38+00:00,Vandeeta3,All the goods go up price..ermm we will soon have a boiled sweet potato 😔😔 https://t.co/mnsvswxvlj,"Semenyih, Selangor",good go priceermm soon boiled sweet potato
2022-06-21 15:06:04+00:00,hisyfx,"Have you been to any supermarket recently? Didn't the price of wet goods go up? Price of crab shrimp and some fish, Allah. Some of us (family out there) struggling each day to buy these basic necessity, tactau la mcm mana nk express.",KUL-JHR,supermarket recently didnt price wet good go price crab shrimp fish allah u family struggling day buy basic necessity tactau la mcm mana nk express
2022-06-21 13:14:37+00:00,nenorall,"Oil goes up, chicken goes up, price of goods goes up. What's up? Even a child fees from RM390 rose RM450 because he said he had to follow the gov pay guide.
Start to feel the poor city already 🥹",Faroe Islands,oil go chicken go price good go whats even child fee rm rose rm said follow gov pay guide start feel poor city already
2022-06-21 12:08:56+00:00,fiqnawi,"All goods go up the price of Mat next month, according to the market price",MY,good go price mat next month according market price
2022-06-21 08:14:53+00:00,nrhnsharol,"@localrkyt pay is a bit, the price of goods is rising, inflation.",Ulu Tiram➡️⬅️ Port Klang,pay bit price good rising inflation
2022-06-20 15:16:59+00:00,CikShamsulPSRTM,"The price of goods is up !!!

The government does not want to help ???

Like BKM extra to ??? For those who are married and single (B40) that are affected by the increase in prices of goods ???","HULU KELANG,KL,MALAYSIA",price good government want help like bkm extra married single b affected increase price good
2022-06-20 08:24:43+00:00,GhazaliResab,I doubt the price of a good chicken is a conspiracy now that they send a campaign to the FB Whataspps Tweeter Instagram bad government because the price of goods goes up,,doubt price good chicken conspiracy send campaign fb whataspps tweeter instagram bad government price good go
2022-06-20 05:40:01+00:00,hanabiaaaaa,Always my friend goes to buy a kitchen every month so you can say the price is not going crazy now the budget for regular 300-400 kitchen items now to spend over 500-600 for a month. One month is not a year. Don't know the next 10 years,"Kuala Terengganu, Terengganu",always friend go buy kitchen every month say price going crazy budget regular kitchen item spend month one month year dont know next year
2022-06-20 05:06:57+00:00,noraakira,The price of the side dishes is up to 1 ringgit..yes understand that all the prices of goods go up..tp the government will go down price x ever plaque food price drops ..,Malaysia,price side dish ringgityes understand price good go uptp government go price x ever plaque food price drop
2022-06-19 13:32:03+00:00,Vandeeta3,Strangely enough .. noisy prices of united people but most of the Malaysian financial and economic governance from the ministers from united https://t.co/kcwdifwwbp,"Semenyih, Selangor",strangely enough noisy price united people malaysian financial economic governance minister united
2022-06-19 12:42:04+00:00,aiehasan,"People who have never lived hard, buy household goods & amp; The goods go up the price of 50% and don't feel it.",kampung cherating yang mundur,people never lived hard buy household good amp good go price dont feel
2022-06-18 16:59:49+00:00,amiruddin_akh,"Yup finally feels the price of goods goes up. Buy one of this water which is the price of RM2. so confident laaa pay rm2 then otw move, once called, ""eh deck 90 cents"" .... hahhahaa",,yup finally feel price good go buy one water price rm confident laaa pay rm otw move called eh deck cent hahhahaa
2022-06-18 09:45:00+00:00,_IMaya_,"Best of all you can get one day without having to think about 2 .. without doing anything 2 .. without bothering anyone ..

Hmm .. but I have to go to the money .. to make money .. the price of the pounds goes up ..

I don't have to try .. where is the provision to come ...","Pekan|Kuantan|KL, Malaysia",best get one day without think without anything without bothering anyone hmm go money make money price pound go dont try provision come
2022-06-18 04:19:12+00:00,xmmxxr,"She should say that near the vegetable village is expensive. It looks like he rarely bought kitchen items, so. Once you buy all the prices.",UPM — Hiatus,say near vegetable village expensive look like rarely bought kitchen item buy price
2022-06-17 13:36:20+00:00,Julay_87_,@Lazirda1 @ajengcute16__ may be more surprised - surprise the front .. Listrik khan will go up too ..,"DKI Jakarta, Indonesia",may surprised surprise front listrik khan go
2022-06-17 10:57:34+00:00,macaister,"If you refer to this twitter, near Malaysia the price of goods goes up. Other countries do not, the price of goods is all cheap. Use coin can buy chicken.","Johor Bahru, JDT",refer twitter near malaysia price good go country price good cheap use coin buy chicken
2022-06-16 11:47:47+00:00,GhazaliResab,"I doubt because the price of essentials and the price of the chicken is rising for the festive season of a particular race, it is a delicate conspiracy of the opposition to raise prices for the government's weakening goods and to get the people angry to the government",,doubt price essential price chicken rising festive season particular race delicate conspiracy opposition raise price government weakening good get people angry government
2022-06-14 12:36:02+00:00,GhazaliResab,GST The best taxation system is practiced 180 countries remain with PH's evil campaign poisoning the minds of the people saying the GST will cause the price of goods to go up and they succeed but the country is losing revenue,,gst best taxation system practiced country remain ph evil campaign poisoning mind people saying gst cause price good go succeed country losing revenue
2022-06-13 20:31:35+00:00,ZacxAbdullah,@Hamipkmb @ismailsabri60 prices of goods go up worldwide not just in Malaysia. Do you change PM 10 times you remember that you can go down to the price of Dol? Many efforts have been made for example setting the price of chicken ceilings and preventing chickens from exporting overseas!,Kuala Lumpur Federal Territory,price good go worldwide malaysia change pm time remember go price dol many effort made example setting price chicken ceiling preventing chicken exporting overseas
2022-06-13 04:10:26+00:00,isdacatering,"Our 2022 package will be revised due to the rising prices of our unexpected goods. New prices will start 1 August 2022.
.
Book right away to get a long price.","Bandar Melaka, Malacca",package revised due rising price unexpected good new price start august book right away get long price
2022-06-12 14:20:08+00:00,darlingdeebam,"Seriously, the price of fu fa is now RM4 😱 ... usually buying rm2 je ... it's been a long time since I bought it ... The stuff is up ...","Selangor, Malaysia",seriously price fu fa rm usually buying rm je long time since bought stuff
2022-06-11 18:54:25+00:00,IamAjak,"In my speech, I obviously shouted if we could, don't look at ourselves but see our family members, our neighbors and our people around us. We ask if they are impressed or not with the increase in prices of goods. We'll get an answer. https://t.co/cdob2knzzo","Selangor, Malaysia",speech obviously shouted could dont look see family member neighbor people around u ask impressed increase price good well get answer
2022-06-10 14:37:59+00:00,nizamiks,"Speaking of inflation…

There are so many things to rise in price.

Road Sweet Water: RM3 ➡️ RM3.50
Chicken Wings: RM2 ➡️RM2.50
Shawarma: RM5 ➡️ RM6

This is just a list of food I always buy. Maybe it's different from you.

Eventually will spread to other industries as well.",Malaysia,speaking inflation many thing rise price road sweet water rm rm chicken wing rm rm shawarma rm rm list food always buy maybe different eventually spread industry well
2022-06-10 03:25:07+00:00,nazura93,It's been a while since the price of goods is rising. Most unfair to the salary of newborns to work for RM1500 while those who work for many years are really hard to pay. Tuptup is the same as the new boy comes in.,"Johor Bahru, Johor",since price good rising unfair salary newborn work rm work many year really hard pay tuptup new boy come
